mmsi_id,imo,call_sign,vessel_name,vessel_type,length,width,TempId,Id_len,StartDigit
369079514,,,,50.0,35.0,10.0,369079514,9,3
413389000,,,,70.0,254.0,43.0,413389000,9,4
369409935,,,,35.0,140.0,18.0,369409935,9,3
369310917,,,,39.0,8.0,3.0,369310917,9,3
538400826,,,,83.0,152.0,27.0,538400826,9,5
372190900,,,,80.0,341.0,42.0,372190900,9,3
209000886,,,,1.0,225.0,32.0,209000886,9,2
499215260,,,,77.0,194.0,40.0,499215260,9,4
372501000,,,,74.0,301.0,43.0,372501000,9,3
352431000,,,,80.0,228.0,32.0,352431000,9,3
355030044,,,,71.0,316.0,46.0,355030044,9,3
354205050,,,,80.0,183.0,32.0,354205050,9,3
338060092,,,,30.0,37.0,8.0,338060092,9,3
235603145,,,,70.0,293.0,40.0,235603145,9,2
316521070,,,,0.0,14.0,6.0,316521070,9,3
477009006,,,,70.0,170.0,26.0,477009006,9,4
235829035,,,,71.0,294.0,32.0,235829035,9,2
477534100,,,,70.0,334.0,43.0,477534100,9,4
636631029,,,,79.0,299.0,42.0,636631029,9,6
235710000,,,,81.0,335.0,58.0,235710000,9,2
636125690,,,,70.0,190.0,32.0,636125690,9,6
247040132,,,,70.0,196.0,20.0,247040132,9,2
367067636,,,,33.0,42.0,21.0,367067636,9,3
351329000,,,,71.0,294.0,32.0,351329000,9,3
354605070,,,,70.0,189.0,32.0,354605070,9,3
564050048,,,,70.0,179.0,27.0,564050048,9,5
477020078,,,,70.0,225.0,32.0,477020078,9,4
316027001,,,,90.0,14.0,6.0,316027001,9,3
351600060,,,,70.0,186.0,28.0,351600060,9,3
367045838,,,,92.0,25.0,4.0,367045838,9,3
211080027,,,,79.0,278.0,40.0,211080027,9,2
370660100,,,,70.0,200.0,32.0,370660100,9,3
367164027,,,,30.0,0.0,0.0,367164027,9,3
565400300,,,,70.0,336.0,46.0,565400300,9,5
412002100,,,,71.0,275.0,32.0,412002100,9,4
356053000,,,,70.0,210.0,36.0,356053000,9,3
351100050,,,,70.0,199.0,32.0,351100050,9,3
338215416,,,,40.0,0.0,0.0,338215416,9,3
369000779,,,,90.0,14.0,5.0,369000779,9,3
636024290,,,,70.0,239.0,32.0,636024290,9,6
211049252,,,,99.0,11.0,5.0,211049252,9,2
261254812,,,,79.0,21.0,8.0,261254812,9,2
354710500,,,,70.0,185.0,30.0,354710500,9,3
356010600,,,,70.0,190.0,32.0,356010600,9,3
636903229,,,,71.0,276.0,40.0,636903229,9,6
477570098,,,,70.0,169.0,27.0,477570098,9,4
311370004,,,,70.0,225.0,32.0,311370004,9,3
210000820,,,,70.0,177.0,32.0,210000820,9,2
311008061,,,,70.0,200.0,32.0,311008061,9,3
258000208,,,,89.0,182.0,32.0,258000208,9,2
373708090,,,,70.0,221.0,32.0,373708090,9,3
367317509,,,,37.0,0.0,0.0,367317509,9,3
373420700,,,,70.0,178.0,29.0,373420700,9,3
352000637,,,,31.0,28.0,8.0,352000637,9,3
367480245,,,,31.0,0.0,0.0,367480245,9,3
367910553,,,,60.0,8.0,8.0,367910553,9,3
316415006,,,,52.0,15.0,7.0,316415006,9,3
211609030,,,,79.0,331.0,42.0,211609030,9,2
371709080,,,,70.0,199.0,32.0,371709080,9,3
210001806,,,,70.0,225.0,32.0,210001806,9,2
367358609,,,,,,,367358609,9,3
311008700,,,,80.0,228.0,33.0,311008700,9,3
248220300,,,,70.0,232.0,32.0,248220300,9,2
247001920,,,,90.0,285.0,40.0,247001920,9,2
566000877,,,,70.0,289.0,45.0,566000877,9,5
373070022,,,,70.0,190.0,32.0,373070022,9,3
367555630,,,,0.0,0.0,0.0,367555630,9,3
338421265,,,,30.0,0.0,0.0,338421265,9,3
366858780,,,,32.0,35.0,10.0,366858780,9,3
370761000,,,,70.0,229.0,33.0,370761000,9,3
240001101,,,,79.0,289.0,45.0,240001101,9,2
538200057,,,,79.0,190.0,32.0,538200057,9,5
354505020,,,,70.0,176.0,28.0,354505020,9,3
636614902,,,,79.0,229.0,32.0,636614902,9,6
636418190,,,,70.0,350.0,42.0,636418190,9,6
373060005,,,,70.0,170.0,27.0,373060005,9,3
477207540,,,,70.0,181.0,30.0,477207540,9,4
366102969,,,,31.0,28.0,10.0,366102969,9,3
310356000,,,,79.0,293.0,32.0,310356000,9,3
477197009,,,,73.0,222.0,30.0,477197009,9,4
371007101,,,,70.0,170.0,27.0,371007101,9,3
356807090,,,,70.0,169.0,29.0,356807090,9,3
566040085,,,,70.0,190.0,32.0,566040085,9,5
353010019,,,,70.0,188.0,31.0,353010019,9,3
565704070,,,,70.0,338.0,44.0,565704070,9,5
477008175,,,,70.0,337.0,46.0,477008175,9,4
235570700,,,,70.0,259.0,32.0,235570700,9,2
235760139,,,,71.0,280.0,40.0,235760139,9,2
235009804,,,,80.0,228.0,32.0,235009804,9,2
477928007,,,,70.0,323.0,43.0,477928007,9,4
538751003,,,,70.0,302.0,43.0,538751003,9,5
636041058,,,,70.0,225.0,32.0,636041058,9,6
235028056,,,,79.0,293.0,40.0,235028056,9,2
373006060,,,,70.0,225.0,32.0,373006060,9,3
259670600,,,,70.0,190.0,32.0,259670600,9,2
247040033,,,,84.0,180.0,30.0,247040033,9,2
235087108,,,,79.0,293.0,40.0,235087108,9,2
366659000,,,,35.0,40.0,1.0,366659000,9,3
354090002,,,,70.0,154.0,26.0,354090002,9,3
538120039,,,,80.0,183.0,32.0,538120039,9,5
316040110,,,,51.0,0.0,0.0,316040110,9,3
316167810,,,,0.0,0.0,0.0,316167810,9,3
538059208,,,,70.0,190.0,32.0,538059208,9,5
367102552,,,,31.0,31.0,10.0,367102552,9,3
240150100,,,,71.0,351.0,43.0,240150100,9,2
636510497,,,,79.0,159.0,26.0,636510497,9,6
211701319,,,,71.0,274.0,40.0,211701319,9,2
576060100,,,,70.0,183.0,31.0,576060100,9,5
354007800,,,,70.0,229.0,32.0,354007800,9,3
355870400,,,,79.0,180.0,30.0,355870400,9,3
354008304,,,,80.0,182.0,33.0,354008304,9,3
477808080,,,,70.0,193.0,32.0,477808080,9,4
239700000,,,,70.0,225.0,32.0,239700000,9,2
247429400,,,,70.0,220.0,33.0,247429400,9,2
357080054,,,,74.0,279.0,40.0,357080054,9,3
352479000,,,,79.0,177.0,29.0,352479000,9,3
538313080,,,,70.0,200.0,32.0,538313080,9,5
370030020,,,,70.0,190.0,32.0,370030020,9,3
311730004,,,,70.0,225.0,32.0,311730004,9,3
538884010,,,,80.0,170.0,26.0,538884010,9,5
538468004,,,,70.0,229.0,32.0,538468004,9,5
369807030,,,,0.0,0.0,0.0,369807030,9,3
367127590,,,,9.0,34.0,12.0,367127590,9,3
477040396,,,,70.0,175.0,29.0,477040396,9,4
355000718,,,,70.0,199.0,32.0,355000718,9,3
538002296,,,,81.0,228.0,32.0,538002296,9,5
305010064,,,,70.0,139.0,21.0,305010064,9,3
248309000,,,,70.0,225.0,32.0,248309000,9,2
538002287,,,,80.0,228.0,32.0,538002287,9,5
441000187,,,,70.0,167.0,26.0,441000187,9,4
372501060,,,,70.0,199.0,32.0,372501060,9,3
357000041,,,,70.0,224.0,32.0,357000041,9,3
636104086,,,,99.0,156.0,72.0,636104086,9,6
316100043,,,,0.0,70.0,14.0,316100043,9,3
369831943,,,,51.0,8.0,3.0,369831943,9,3
237000207,,,,80.0,228.0,32.0,237000207,9,2
338002960,,,,0.0,4.0,4.0,338002960,9,3
338952965,,,,0.0,0.0,0.0,338952965,9,3
367542602,,,,30.0,0.0,0.0,367542602,9,3
235101104,,,,71.0,304.0,40.0,235101104,9,2
538814900,,,,71.0,293.0,32.0,538814900,9,5
351905040,,,,70.0,119.0,20.0,351905040,9,3
353750700,,,,70.0,154.0,26.0,353750700,9,3
257030017,,,,70.0,200.0,32.0,257030017,9,2
354000154,,,,70.0,190.0,32.0,354000154,9,3
220600100,,,,70.0,347.0,42.0,220600100,9,2
372000187,,,,70.0,249.0,38.0,372000187,9,3
370941000,,,,71.0,190.0,32.0,370941000,9,3
369000949,,,,80.0,0.0,0.0,369000949,9,3
369987000,,,,99.0,14.0,5.0,369987000,9,3
636189901,,,,70.0,334.0,43.0,636189901,9,6
257009804,,,,70.0,189.0,32.0,257009804,9,2
316005200,,,,30.0,35.0,10.0,316005200,9,3
256000967,,,,80.0,248.0,44.0,256000967,9,2
372001806,,,,71.0,294.0,32.0,372001806,9,3
367505593,,,,70.0,166.0,24.0,367505593,9,3
256000064,,,,70.0,335.0,43.0,256000064,9,2
370030068,,,,89.0,183.0,32.0,370030068,9,3
538400673,,,,84.0,183.0,32.0,538400673,9,5
369927408,,,,70.0,0.0,0.0,369927408,9,3
219900090,,,,71.0,347.0,42.0,219900090,9,2
565270400,,,,80.0,145.0,24.0,565270400,9,5
636049317,,,,71.0,231.0,33.0,636049317,9,6
371202080,,,,70.0,337.0,46.0,371202080,9,3
477007077,,,,71.0,261.0,32.0,477007077,9,4
303056039,,,,0.0,9.0,3.0,303056039,9,3
240110000,,,,80.0,229.0,32.0,240110000,9,2
209790900,,,,70.0,337.0,45.0,209790900,9,2
518842000,,,,37.0,38.0,9.0,518842000,9,5
367145110,,,,37.0,16.0,4.0,367145110,9,3
256090095,,,,70.0,225.0,32.0,256090095,9,2
367450505,,,,30.0,52.0,10.0,367450505,9,3
352000112,,,,79.0,217.0,32.0,352000112,9,3
241100000,,,,84.0,274.0,48.0,241100000,9,2
538322080,,,,70.0,190.0,32.0,538322080,9,5
373050006,,,,0.0,177.0,27.0,373050006,9,3
636000901,,,,71.0,334.0,42.0,636000901,9,6
636510761,,,,89.0,274.0,48.0,636510761,9,6
305000259,,,,79.0,144.0,23.0,305000259,9,3
316005341,,,,30.0,29.0,7.0,316005341,9,3
357090011,,,,70.0,205.0,32.0,357090011,9,3
636190619,,,,74.0,225.0,28.0,636190619,9,6
220000145,,,,71.0,367.0,42.0,220000145,9,2
240600100,,,,89.0,228.0,32.0,240600100,9,2
636770061,,,,70.0,203.0,32.0,636770061,9,6
239208020,,,,70.0,224.0,32.0,239208020,9,2
353401010,,,,79.0,285.0,40.0,353401010,9,3
356010097,,,,70.0,225.0,32.0,356010097,9,3
477005589,,,,80.0,183.0,32.0,477005589,9,4
538300113,,,,70.0,190.0,32.0,538300113,9,5
316537200,,,,30.0,24.0,7.0,316537200,9,3
368851000,,,,30.0,47.0,11.0,368851000,9,3
477610013,,,,71.0,261.0,32.0,477610013,9,4
538293070,,,,70.0,302.0,42.0,538293070,9,5
477436007,,,,71.0,294.0,32.0,477436007,9,4
246000679,,,,70.0,142.0,19.0,246000679,9,2
636010790,,,,71.0,325.0,43.0,636010790,9,6
357004908,,,,70.0,188.0,32.0,357004908,9,3
258000877,,,,70.0,190.0,32.0,258000877,9,2
316420072,,,,52.0,0.0,0.0,316420072,9,3
373850000,,,,70.0,225.0,32.0,373850000,9,3
371000880,,,,82.0,176.0,24.0,371000880,9,3
235056889,,,,70.0,293.0,40.0,235056889,9,2
305304050,,,,79.0,223.0,30.0,305304050,9,3
371890200,,,,70.0,229.0,36.0,371890200,9,3
235000778,,,,89.0,240.0,42.0,235000778,9,2
259070600,,,,80.0,181.0,32.0,259070600,9,2
367000810,,,,99.0,83.0,16.0,367000810,9,3
305680500,,,,70.0,125.0,22.0,305680500,9,3
249000900,,,,70.0,225.0,32.0,249000900,9,2
311230003,,,,70.0,196.0,32.0,311230003,9,3
240080078,,,,80.0,335.0,60.0,240080078,9,2
248908070,,,,79.0,190.0,32.0,248908070,9,2
236881181,,,,70.0,183.0,32.0,236881181,9,2
351500010,,,,70.0,225.0,32.0,351500010,9,3
636190208,,,,71.0,332.0,44.0,636190208,9,6
636903157,,,,70.0,225.0,32.0,636903157,9,6
367505377,,,,,,,367505377,9,3
538400730,,,,70.0,180.0,30.0,538400730,9,5
219893000,,,,89.0,183.0,32.0,219893000,9,2
636050510,,,,89.0,228.0,32.0,636050510,9,6
316060657,,,,30.0,30.0,8.0,316060657,9,3
477596000,,,,70.0,276.0,40.0,477596000,9,4
370776000,,,,70.0,176.0,29.0,370776000,9,3
366050084,,,,0.0,38.0,9.0,366050084,9,3
369317944,,,,35.0,7.0,3.0,369317944,9,3
311009400,,,,70.0,200.0,32.0,311009400,9,3
565000700,,,,70.0,285.0,40.0,565000700,9,5
256893550,,,,70.0,335.0,43.0,256893550,9,2
338757970,,,,37.0,14.0,5.0,338757970,9,3
367705001,,,,70.0,50.0,12.0,367705001,9,3
248404000,,,,70.0,225.0,32.0,248404000,9,2
636813901,,,,70.0,290.0,32.0,636813901,9,6
210332000,,,,70.0,235.0,32.0,210332000,9,2
538242002,,,,70.0,225.0,32.0,538242002,9,5
246266000,,,,70.0,157.0,25.0,246266000,9,2
477020686,,,,70.0,268.0,35.0,477020686,9,4
249905000,,,,71.0,257.0,39.0,249905000,9,2
367710900,,,,31.0,32.0,9.0,367710900,9,3
367431820,,,,30.0,22.0,7.0,367431820,9,3
370090059,,,,71.0,304.0,40.0,370090059,9,3
215767000,,,,70.0,225.0,32.0,215767000,9,2
367919705,,,,90.0,25.0,10.0,367919705,9,3
477070960,,,,70.0,337.0,46.0,477070960,9,4
368620000,,,,99.0,315.0,32.0,368620000,9,3
538006397,,,,70.0,227.0,32.0,538006397,9,5
311650003,,,,70.0,181.0,30.0,311650003,9,3
212900090,,,,70.0,190.0,32.0,212900090,9,2
538774004,,,,70.0,190.0,32.0,538774004,9,5
477938000,,,,70.0,225.0,32.0,477938000,9,4
416640900,,,,70.0,178.0,29.0,416640900,9,4
338007806,,,,38.0,24.0,8.0,338007806,9,3
538305090,,,,79.0,221.0,30.0,538305090,9,5
353215000,,,,70.0,183.0,32.0,353215000,9,3
548504030,,,,70.0,225.0,32.0,548504030,9,5
219000217,,,,80.0,175.0,29.0,219000217,9,2
538015004,,,,80.0,183.0,32.0,538015004,9,5
538666004,,,,80.0,274.0,46.0,538666004,9,5
477020473,,,,70.0,225.0,32.0,477020473,9,4
416009204,,,,71.0,276.0,32.0,416009204,9,4
367254707,,,,90.0,15.0,5.0,367254707,9,3
636627110,,,,70.0,185.0,36.0,636627110,9,6
538449600,,,,70.0,190.0,32.0,538449600,9,5
256070013,,,,70.0,224.0,32.0,256070013,9,2
367800445,,,,37.0,17.0,6.0,367800445,9,3
366774904,,,,52.0,45.0,14.0,366774904,9,3
538483060,,,,70.0,302.0,42.0,538483060,9,5
353000169,,,,70.0,229.0,32.0,353000169,9,3
355000781,,,,79.0,190.0,32.0,355000781,9,3
636107344,,,,70.0,180.0,26.0,636107344,9,6
215000640,,,,70.0,180.0,30.0,215000640,9,2
235028662,,,,84.0,250.0,44.0,235028662,9,2
367410615,,,,90.0,17.0,5.0,367410615,9,3
477080078,,,,70.0,199.0,32.0,477080078,9,4
311901020,,,,70.0,225.0,32.0,311901020,9,3
356149000,,,,71.0,336.0,43.0,356149000,9,3
373785000,,,,70.0,200.0,32.0,373785000,9,3
477070414,,,,72.0,209.0,30.0,477070414,9,4
247421000,,,,80.0,183.0,32.0,247421000,9,2
215000910,,,,70.0,188.0,28.0,215000910,9,2
636755104,,,,70.0,299.0,40.0,636755104,9,6
355398000,,,,79.0,190.0,32.0,355398000,9,3
235270704,,,,70.0,293.0,40.0,235270704,9,2
355035000,,,,70.0,175.0,29.0,355035000,9,3
240000745,,,,79.0,350.0,43.0,240000745,9,2
354690400,,,,70.0,190.0,32.0,354690400,9,3
370050015,,,,89.0,150.0,24.0,370050015,9,3
239008700,,,,70.0,304.0,40.0,239008700,9,2
372003303,,,,70.0,189.0,32.0,372003303,9,3
256266000,,,,70.0,224.0,32.0,256266000,9,2
432603030,,,,79.0,199.0,32.0,432603030,9,4
636242049,,,,72.0,260.0,36.0,636242049,9,6
352230800,,,,70.0,177.0,28.0,352230800,9,3
370060023,,,,70.0,190.0,32.0,370060023,9,3
636009807,,,,71.0,294.0,32.0,636009807,9,6
308330700,,,,70.0,188.0,29.0,308330700,9,3
538900019,,,,79.0,192.0,28.0,538900019,9,5
636240069,,,,74.0,294.0,32.0,636240069,9,6
352800040,,,,79.0,299.0,40.0,352800040,9,3
244507317,,,,99.0,72.0,8.0,244507317,9,2
241000028,,,,70.0,229.0,32.0,241000028,9,2
371060029,,,,70.0,176.0,28.0,371060029,9,3
477010055,,,,70.0,225.0,32.0,477010055,9,4
370007101,,,,70.0,190.0,32.0,370007101,9,3
564030002,,,,70.0,183.0,26.0,564030002,9,5
353000235,,,,79.0,200.0,32.0,353000235,9,3
311490040,,,,70.0,190.0,32.0,311490040,9,3
477080701,,,,70.0,180.0,28.0,477080701,9,4
371000014,,,,70.0,180.0,30.0,371000014,9,3
368603030,,,,30.0,35.0,8.0,368603030,9,3
215482000,,,,70.0,229.0,32.0,215482000,9,2
316000529,,,,35.0,0.0,0.0,316000529,9,3
367970900,,,,0.0,0.0,0.0,367970900,9,3
367046507,,,,52.0,37.0,10.0,367046507,9,3
368400900,,,,0.0,0.0,0.0,368400900,9,3
316009277,,,,69.0,33.0,14.0,316009277,9,3
345108700,,,,90.0,0.0,0.0,345108700,9,3
309347000,,,,0.0,0.0,0.0,309347000,9,3
636510518,,,,70.0,229.0,32.0,636510518,9,6
367583260,,,,55.0,16.0,5.0,367583260,9,3
477002784,,,,70.0,229.0,32.0,477002784,9,4
367437880,,,,69.0,33.0,9.0,367437880,9,3
220000031,,,,80.0,182.0,32.0,220000031,9,2
477472600,,,,70.0,190.0,32.0,477472600,9,4
477030373,,,,79.0,175.0,30.0,477030373,9,4
477810062,,,,71.0,260.0,32.0,477810062,9,4
220602000,,,,79.0,352.0,42.0,220602000,9,2
211000702,,,,71.0,294.0,32.0,211000702,9,2
352001800,,,,70.0,200.0,32.0,352001800,9,3
477340600,,,,70.0,177.0,28.0,477340600,9,4
373000004,,,,70.0,366.0,48.0,373000004,9,3
368884000,,,,0.0,30.0,10.0,368884000,9,3
477340040,,,,90.0,244.0,40.0,477340040,9,4
368965000,,,,60.0,47.0,11.0,368965000,9,3
477504090,,,,70.0,184.0,28.0,477504090,9,4
477004209,,,,70.0,225.0,32.0,477004209,9,4
373005406,,,,70.0,180.0,29.0,373005406,9,3
413478230,IMO9608427,BOFD,DA XIN,1004.0,179.57,28.0,413478230,9,4
305825000,IMO9559896,V2FW6,BBC NYHAVN,1004.0,132.2,15.9,305825000,9,3
477518400,IMO9625401,VRNU3,KOTA LEKAS,1004.0,254.79,37.3,477518400,9,4
311000083,IMO9529530,C6AL8,JAPIN ARROW,1004.0,210.01,36.01,311000083,9,3
370362000,IMO9603362,3FIW9,CAPE ETERNITY,1004.0,300.0,50.0,370362000,9,3
413151000,IMO9312585,BPBX,XIN YING KOU,1004.0,263.23,32.3,413151000,9,4
212151000,IMO9356294,5BNE2,CMA CGM THALASSA,1004.0,347.48,45.2,212151000,9,2
636016940,IMO9238789,A8CF3,CUCKOO HUNTER,1004.0,260.05,32.3,636016940,9,6
538006053,IMO9707388,V7JI3,ARDMORE DAUNTLESS,1024.0,184.06,27.43,538006053,9,5
538005427,IMO626234666,"V7DR9""",SDI BATTERY %%,80.0,376.0,27.0,538005427,9,5
370082000,IMO9375501,3ERK7,HANJIN PIRAEUS,1004.0,261.4,32.25,370082000,9,3
255805781,IMO9397913,CQDE,AMALTHEA,1004.0,268.8,32.3,255805781,9,2
352506000,IMO9610444,3FAT9,PRIME ACE,1004.0,199.95,32.2,352506000,9,3
224436000,IMO9401295,EACW,BARCELONA KNUTSEN,1024.0,289.99,45.8,224436000,9,2
366893476,,,,,,,366893476,9,3
326501104,,,,,,,326501104,9,3
248438141,,,,,,,248438141,9,2
383738666,,,,,,,383738666,9,3
315827970,,,,,,,315827970,9,3
366988540,,,,,,,366988540,9,3
362952102,,,,,,,362952102,9,3
366298144,,,,,,,366298144,9,3
365544040,,,,,,,365544040,9,3
368366465,,,,,,,368366465,9,3
367447276,,,,,,,367447276,9,3
369064256,,,,,,,369064256,9,3
433800744,,,,,,,433800744,9,4
636091910,IMO9440837,A8UL4,UASC SHUAIBA,1004.0,262.07,32.25,636091910,9,6
370097000,IMO9347592,3ERL7,HYUNDAI INTEGRAL,1004.0,294.1,32.2,370097000,9,3
356582000,IMO9456537,3FTY2,VINCENT GENESIS,1004.0,190.01,32.26,356582000,9,3
356144000,IMO9478937,3FBH7,ROSE BALSAM,1004.0,189.98,32.2,356144000,9,3
477444700,IMO9610664,VRLK2,JIANGMEN TRADER,1004.0,179.9,30.04,477444700,9,4
273898000,IMO9053335,UAEZ,MYS CHUPROVA,1001.0,63.97,13.31,273898000,9,2
477027500,IMO9751365,VRPK8,LV SONG HAI,1004.0,182.0,,477027500,9,4
538006238,IMO9700213,V7KX8,D&K ABDUL RAZZAK KHA,1024.0,183.0,,538006238,9,5
563317000,IMO9374210,9V3494,OCEAN SAKURA,1004.0,224.94,32.26,563317000,9,5
370633000,IMO9420291,3EUA,QUEEN KOBE,1004.0,189.9,32.26,370633000,9,3
355972000,IMO9668881,3FIO3,ALKIMOS HERACLES,1004.0,228.99,32.26,355972000,9,3
373889000,IMO9614359,3FHS7,GLOBAL GOLD,1004.0,172.39,28.8,373889000,9,3
477348200,IMO9701035,VRPN7,KANDA LOGGER,1004.0,179.9,,477348200,9,4
352255000,IMO9534614,3FCJ9,G SYMPHONY,1024.0,230.0,36.63,352255000,9,3
374553000,IMO9773492,3EIP4,WHISTLER,1004.0,182.87,,374553000,9,3
356159000,IMO9382061,HO6070,ARGENT DAISY,1024.0,174.4,27.73,356159000,9,3
477982600,IMO9515735,VRHQ9,KOOMBANA BAY,1004.0,169.37,27.19,477982600,9,4
353003000,IMO9406506,3ENV4,SPRING BRAVE,1004.0,299.99,50.0,353003000,9,3
255805913,IMO9293791,CQIB5,EVER CHIVALRY,1004.0,333.97,42.8,255805913,9,2
273318720,,,,,,,273318720,9,2
412436952,,,,,,,412436952,9,4
366824942,,,,,,,366824942,9,3
733907332,,,,,,,733907332,9,7
365990248,,,,,,,365990248,9,3
538006875,,,,,,,538006875,9,5
367678658,,,,,,,367678658,9,3
367421606,,,,,,,367421606,9,3
367215204,,,,,,,367215204,9,3
381836264,,,,,,,381836264,9,3
311056400,IMO9545053,C6ZI4,EFTICHIA,1004.0,180.4,30.04,311056400,9,3
636016266,IMO9593311,D5FH4,VSC TRITON,1004.0,189.96,32.26,636016266,9,6
563004900,IMO9300441,9V5282,EVER STRONG,1004.0,299.99,42.8,563004900,9,5
477099600,IMO9308493,VRBQ2,BERGE NINGBO,1024.0,225.3,36.63,477099600,9,4
477135600,IMO9472189,VRJT8,COSCO EXCELLENCE,1004.0,366.0,48.2,477135600,9,4
355139000,IMO9561289,3FCG3,MERMAID ACE,1004.0,199.95,32.65,355139000,9,3
565328000,IMO9432529,9V9034,OCEAN HARMONY,70.0,175.0,29.0,565328000,9,5
229947000,IMO9674531,9HA3739,CMA CGM LOIRE,1004.0,299.95,48.2,229947000,9,2
477027300,IMO9747508,VRPK4,FENG XIU HAI,1004.0,199.9,,477027300,9,4
271041862,IMO9470064,TCYN9,CERBA,1004.0,228.96,32.28,271041862,9,2
636090965,IMO9318046,A8IE8,E R TOKYO,1004.0,334.06,42.8,636090965,9,6
311000188,IMO9690535,C6AX9,HERMES LEADER,1004.0,199.97,35.4,311000188,9,3
636092722,IMO9589633,A8ZX4,LAURA D,1004.0,260.03,43.0,636092722,9,6
477108100,IMO9472141,VRJL6,COSCO FAITH,1004.0,366.0,48.2,477108100,9,4
366565000,IMO6605022,WCJI,KEYSTONE STATE,1004.0,203.82,23.22,366565000,9,3
355113000,IMO9632492,H9MM,KMARIN AZUR,1004.0,249.97,37.4,355113000,9,3
353073000,IMO9355159,3EDP5,SEN-OKU,1004.0,299.94,50.0,353073000,9,3
354001000,IMO9446465,3EYP5,AQUA BONANZA,1004.0,288.93,45.0,354001000,9,3
636017139,IMO9284855,D5JM4,VAMOS,1004.0,225.0,32.26,636017139,9,6
355120000,IMO9510527,3FFB8,PAN BONA,1004.0,291.8,45.03,355120000,9,3
355785000,,,,70.0,170.0,27.0,355785000,9,3
636908170,,,,79.0,190.0,28.0,636908170,9,6
366406890,,,,0.0,81.0,24.0,366406890,9,3
368203010,,,,0.0,32.0,11.0,368203010,9,3
477310070,,,,80.0,183.0,32.0,477310070,9,4
256020018,,,,80.0,182.0,32.0,256020018,9,2
369001503,,,,30.0,47.0,10.0,369001503,9,3
367007002,,,,36.0,21.0,6.0,367007002,9,3
375030044,,,,52.0,29.0,13.0,375030044,9,3
538002218,,,,80.0,179.0,28.0,538002218,9,5
538914002,,,,70.0,174.0,28.0,538914002,9,5
235804000,,,,70.0,274.0,40.0,235804000,9,2
477030077,,,,70.0,176.0,30.0,477030077,9,4
240090400,,,,80.0,183.0,32.0,240090400,9,2
319356000,,,,70.0,185.0,32.0,319356000,9,3
538012000,,,,80.0,332.0,58.0,538012000,9,5
538596002,,,,70.0,225.0,32.0,538596002,9,5
248810400,,,,70.0,188.0,25.0,248810400,9,2
538939800,,,,70.0,190.0,32.0,538939800,9,5
477780005,,,,80.0,214.0,33.0,477780005,9,4
636510554,,,,70.0,229.0,32.0,636510554,9,6
338721781,,,,55.0,28.0,6.0,338721781,9,3
239904050,,,,70.0,190.0,32.0,239904050,9,2
565284000,,,,70.0,319.0,40.0,565284000,9,5
371507000,,,,70.0,176.0,27.0,371507000,9,3
636021609,,,,70.0,190.0,30.0,636021609,9,6
366196088,,,,30.0,0.0,0.0,366196088,9,3
367947401,,,,30.0,0.0,0.0,367947401,9,3
636341810,,,,70.0,225.0,32.0,636341810,9,6
371020003,,,,70.0,172.0,27.0,371020003,9,3
353563000,,,,70.0,189.0,31.0,353563000,9,3
565000047,,,,84.0,147.0,24.0,565000047,9,5
356000499,,,,70.0,224.0,32.0,356000499,9,3
367400807,,,,0.0,37.0,11.0,367400807,9,3
636290021,,,,70.0,169.0,25.0,636290021,9,6
636401079,,,,70.0,216.0,30.0,636401079,9,6
368000709,,,,40.0,44.0,10.0,368000709,9,3
720497000,,,,7.0,0.0,0.0,720497000,9,7
354650800,,,,79.0,167.0,26.0,354650800,9,3
538200756,,,,70.0,190.0,32.0,538200756,9,5
538310029,,,,90.0,272.0,46.0,538310029,9,5
441801090,,,,79.0,156.0,24.0,441801090,9,4
366388999,,,,51.0,14.0,3.0,366388999,9,3
636099501,,,,70.0,171.0,27.0,636099501,9,6
477809520,,,,70.0,225.0,32.0,477809520,9,4
636212902,,,,70.0,190.0,32.0,636212902,9,6
564050024,,,,70.0,138.0,21.0,564050024,9,5
367407046,,,,70.0,120.0,20.0,367407046,9,3
353004401,,,,70.0,200.0,32.0,353004401,9,3
538200831,,,,70.0,190.0,33.0,538200831,9,5
319000029,,,,37.0,50.0,10.0,319000029,9,3
367000532,,,,30.0,30.0,10.0,367000532,9,3
372540400,,,,70.0,190.0,32.0,372540400,9,3
351280900,,,,70.0,249.0,32.0,351280900,9,3
367694010,,,,69.0,10.0,4.0,367694010,9,3
352149000,,,,70.0,225.0,33.0,352149000,9,3
210000943,,,,80.0,244.0,42.0,210000943,9,2
351003204,,,,70.0,225.0,32.0,351003204,9,3
538040134,,,,70.0,225.0,32.0,538040134,9,5
235075396,,,,70.0,183.0,32.0,235075396,9,2
367447300,,,,37.0,0.0,0.0,367447300,9,3
477990098,,,,70.0,179.0,30.0,477990098,9,4
308009303,,,,70.0,187.0,29.0,308009303,9,3
576070040,,,,70.0,242.0,32.0,576070040,9,5
367530500,,,,30.0,0.0,0.0,367530500,9,3
355668000,,,,70.0,177.0,28.0,355668000,9,3
636715011,,,,70.0,229.0,38.0,636715011,9,6
353851000,,,,70.0,280.0,43.0,353851000,9,3
538683040,,,,70.0,289.0,45.0,538683040,9,5
257050000,,,,80.0,180.0,32.0,257050000,9,2
354000022,,,,79.0,294.0,32.0,354000022,9,3
